pays,annee,all,00-14,15-29,30-44,45-59,60+,M,M 00-14,M 15-29,M 30-44,M 45-59,M 60+,F,F 00-14,F 15-29,F 30-44,F 45-59,F 60+
Canada,1971,41.25,13.82,57.68,44.95,48.989999999999995,50.4,59.730000000000004,16.08,88.63000000000001,64.67,69.67,73.52,22.98,11.459999999999999,26.349999999999998,24.6,28.759999999999998,30.69
Canada,1972,43.769999999999996,13.55,65.63,46.25,48.64,53.96000000000001,64.03999999999999,16.72,101.05,66.50999999999999,68.72,80.61,23.86,10.21,29.740000000000002,25.29,29.03,32.08
Canada,1973,44.53,13.95,66.83,43.97,51.79,56.82000000000001,64.16,16.580000000000002,102.61,62.82,71.68,81.41,25.18,11.2,30.48,24.43,32.37,36.64
Canada,1974,43.2,14.43,67.19,43.92,46.150000000000006,51.46,62.56,16.43,104.06,62.980000000000004,63.489999999999995,76.03999999999999,24.060000000000002,12.33,29.65,24.12,29.240000000000002,31.23
Canada,1975,40.269999999999996,12.349999999999998,62.239999999999995,41.71,44.6,47.79,58.089999999999996,14.49,96.86,58.45,60.47,69.79,22.67,10.110000000000001,26.9,24.369999999999997,29.15,29.81
Canada,1976,37.08,10.530000000000001,56.949999999999996,38.760000000000005,42.870000000000005,43.5,53.55,12.46,88.57,53.760000000000005,59.22,63.33,20.83,8.49,24.71,23.16,26.89,27.629999999999995
Canada,1977,38.27,11.110000000000001,59.8,39.72,43.8,43.379999999999995,56.1,13.41,94.3,57.57,59.94,62.99,20.759999999999998,8.68,24.81,21.46,28.11,27.83
Canada,1978,37.97,11.600000000000001,58.31,41.06999999999999,40.87,44.330000000000005,55.82,14.08,91.18,59.72,57.83,64.63,20.490000000000002,9.02,24.85,22.07,24.33,28.689999999999998
Canada,1979,39.33,11.870000000000001,63.36000000000001,39.89,42.65,44.410000000000004,57.71,14.13,98.44,57.7,60.97,64.83,21.189999999999998,9.47,27.58,21.79,24.72,27.89
Canada,1980,36.93,9.049999999999999,58.85,38.93,40.67,44.24,54.3,11.1,90.4,57.629999999999995,56.08,65.99,19.99,6.88,26.54,19.94,25.59,27.86
Canada,1981,36.36,9.88,56.6,39.24,40.76,41.540000000000006,54.26,12.28,88.8,58.46999999999999,57.83,62.57000000000001,18.88,7.36,23.95,19.770000000000003,23.919999999999998,25.3
Canada,1982,31.950000000000003,7.05,47.83,36.39,37.66,38.14,47.589999999999996,8.26,75.64,52.07,55.03,57.800000000000004,16.69,5.79,19.39,20.46,20.65,23.020000000000003
Canada,1983,32.56,7.390000000000001,49.31,37.379999999999995,37.31,38.05,48.65,9.23,77.83000000000001,55.32,51.55,58.96000000000001,16.95,5.470000000000001,20.31,19.330000000000002,23.259999999999998,22.45
Canada,1984,30.380000000000003,7.300000000000001,45.93,34.16,35.410000000000004,35.35,45.510000000000005,8.44,73.14,50.53,51.00999999999999,53.43,15.629999999999999,6.09,18.1,17.75,19.92,21.98
Canada,1985,29.65,7.01,45.47,33.68,32.95,34.91,43.86000000000001,7.94,70.77,50.21,45.169999999999995,53.86,15.85,6.0200000000000005,19.57,17.16,20.8,20.77
Canada,1986,30.54,6.93,46.68,35.03,33.97,36.349999999999994,45.54,8.350000000000001,72.81,52.4,48.260000000000005,54.760000000000005,16.05,5.44,20.18,17.75,19.75,22.79
Canada,1987,31.13,7.579999999999999,47.73,34.8,34.980000000000004,36.660000000000004,46.489999999999995,9.11,74.58,51.72,50.19,56.2,16.2,5.98,20.36,18.0,19.84,21.86
Canada,1988,29.400000000000002,6.459999999999999,46.379999999999995,33.86,31.46,33.86,44.32,8.040000000000001,72.6,50.97,44.2,53.660000000000004,14.91,4.81,19.529999999999998,16.89,18.779999999999998,18.78
Canada,1989,30.09,6.68,46.86,34.89,31.84,35.8,44.25,7.87,71.22,51.23,44.010000000000005,56.03,16.46,5.44,21.85,18.73,19.76,21.009999999999998
Canada,1990,27.269999999999996,6.699999999999999,41.3,33.67,28.19,30.750000000000004,40.82,8.31,63.71,49.95,40.69,48.56999999999999,14.170000000000002,5.02,18.240000000000002,17.6,15.74,17.55
Canada,1991,27.01,5.67,42.41,31.799999999999997,28.36,31.58,40.69,6.54,66.25999999999999,48.010000000000005,41.57,48.39,13.76,4.75,18.2,15.77,15.13,18.96
Canada,1992,25.55,5.24,38.15,31.17,29.23,29.15,37.94,6.24,57.989999999999995,47.010000000000005,42.51,43.65,13.370000000000001,4.18,17.65,15.129999999999999,15.86,18.17
Canada,1993,25.58,4.93,37.61,31.939999999999998,30.42,28.23,37.91,5.64,57.05,47.519999999999996,44.86,42.68,13.46,4.18,17.5,16.1,15.9,17.44
Canada,1994,23.9,4.960000000000001,35.129999999999995,29.32,27.65,27.41,35.870000000000005,5.79,54.04,44.71,39.78,43.2,12.129999999999999,4.1,15.59,13.7,15.49,15.32
Canada,1995,24.27,5.13,35.18,31.14,27.51,27.060000000000002,36.28,5.569999999999999,54.0,47.620000000000005,40.59,40.91,12.45,4.65,15.77,14.41,14.399999999999999,16.509999999999998
Canada,1996,23.490000000000002,4.59,33.27,29.440000000000005,28.359999999999996,27.549999999999997,35.21,5.58,50.95,43.72,40.93,44.8,12.09,3.55,14.91,15.02,15.870000000000001,14.67
Canada,1997,22.12,4.75,31.77,26.77,26.480000000000004,26.11,33.07,5.71,47.620000000000005,41.27,38.910000000000004,40.51,11.39,3.7600000000000002,15.290000000000001,12.120000000000001,14.16,15.15
Canada,1998,21.59,4.08,31.04,26.990000000000002,24.94,26.33,32.32,4.65,46.72,41.050000000000004,37.12,41.15,11.099999999999998,3.47,14.73,12.78,12.88,14.96
Canada,1999,22.820000000000004,4.0600000000000005,31.89,29.799999999999997,27.83,26.1,34.209999999999994,4.99,48.1,45.44,40.150000000000006,41.47,11.679999999999998,3.05,15.030000000000001,13.97,15.639999999999999,14.25
Canada,2000,20.74,3.7300000000000004,29.89,26.14,24.96,23.82,30.740000000000002,4.31,44.02,40.44,36.120000000000005,36.68,10.920000000000002,3.13,15.18,11.65,13.93,13.82
Canada,2001,20.430000000000003,3.34,28.85,25.68,26.79,22.55,30.58,3.51,44.31,39.22,39.32,34.34,10.38,3.1399999999999997,12.719999999999999,11.98,14.41,13.23
Canada,2002,20.43,3.76,28.119999999999997,25.28,26.96,23.71,30.25,4.02,41.54,37.93,40.47,37.08,10.8,3.46,14.090000000000002,12.459999999999999,13.639999999999999,13.26
Canada,2003,20.17,2.83,28.55,25.84,26.09,22.82,30.0,3.09,43.199999999999996,38.9,37.6,35.63999999999999,10.45,2.56,13.25,12.620000000000001,14.73,12.399999999999999
Canada,2004,19.619999999999997,2.62,27.97,24.76,25.380000000000003,22.75,29.16,3.3499999999999996,42.06999999999999,37.28,36.980000000000004,34.129999999999995,10.18,1.85,13.280000000000001,12.05,13.94,13.68
Canada,2005,,,,,,,,,,,,,,,,,,
Canada,2006,,,,,,,,,,,,,,,,,,
Canada,2007,,,,,,,,,,,,,,,,,,
Canada,2008,,,,,,,,,,,,,,,,,,
Chile,1970,30.43,8.700000000000001,30.689999999999998,37.65,43.83,46.68000000000001,53.84,11.94,52.45,68.86,81.58000000000001,84.50999999999999,9.3,5.4799999999999995,10.57,8.74,9.33,16.03
Chile,1971,34.42,9.41,31.909999999999997,46.260000000000005,49.18,53.46,60.959999999999994,11.68,55.36,85.08,91.97,95.82000000000001,10.379999999999999,7.12,10.2,10.07,10.08,18.880000000000003
Chile,1972,35.3,9.17,32.78,47.05,50.34,56.620000000000005,62.94,11.71,56.31,88.28999999999999,91.61,105.25,10.29,6.63,10.879999999999999,8.82,12.57,16.650000000000002
Chile,1973,30.3,7.039999999999999,28.840000000000003,39.61,42.67,51.0,53.52,8.93,51.099999999999994,74.16,76.31,88.77000000000001,9.35,5.12,8.2,7.6000000000000005,11.93,20.660000000000004
Chile,1974,21.99,6.33,19.41,27.59,30.77,39.910000000000004,38.92,8.200000000000001,32.45,48.68,54.86,80.8,6.710000000000001,4.43,6.6,6.879999999999999,8.34,9.46
Chile,1975,21.2,5.31,18.28,26.21,31.11,39.8,37.28,6.989999999999999,29.03,46.28,57.09,78.09,6.83,3.6,7.5,6.3100000000000005,6.969999999999999,13.219999999999999
Chile,1976,18.17,5.579999999999999,16.840000000000003,22.32,26.740000000000002,29.62,30.56,6.75,27.43,37.4,46.010000000000005,56.23,6.83,4.42,6.24,7.4399999999999995,8.77,9.65
Chile,1977,19.13,5.79,15.95,22.11,32.17,32.18,33.56,8.59,26.72,36.489999999999995,59.489999999999995,62.33,6.01,2.96,5.16,7.98,6.7,10.030000000000001
Chile,1978,21.25,4.8999999999999995,20.16,24.97,32.63,37.45,37.33,6.49,32.74,44.849999999999994,59.09,71.82,6.58,3.2899999999999996,7.539999999999999,5.46,7.92,12.0
Chile,1979,22.48,6.32,21.369999999999997,27.81,31.12,39.01,38.94,8.5,35.14,48.97,54.64,74.48,7.390000000000001,4.08,7.4,7.15,9.21,12.59
Chile,1980,22.59,6.77,22.04,27.259999999999998,31.77,37.83,39.17,8.39,37.32,48.71,56.41,70.33,7.260000000000001,5.1,6.53,6.26,8.809999999999999,13.2
Chile,1981,23.88,7.1499999999999995,23.81,28.830000000000002,33.73,38.660000000000004,40.489999999999995,8.469999999999999,38.55,50.45,58.61,72.58,8.61,5.779999999999999,8.85,7.68,10.5,13.41
Chile,1982,21.08,5.42,20.7,24.34,32.07,35.68,36.65,6.92,34.75,42.06,59.349999999999994,65.69,6.6899999999999995,3.88,6.43,6.9799999999999995,6.64,12.95
Chile,1983,18.85,4.41,19.28,23.61,27.28,29.72,32.92,6.1899999999999995,32.39,40.43,48.620000000000005,58.160000000000004,5.79,2.61,5.97,7.109999999999999,7.4,7.9
Chile,1984,18.46,3.38,18.98,23.22,26.75,30.880000000000003,32.85,4.35,31.66,42.230000000000004,49.25,59.02,5.18,2.36,6.12,4.569999999999999,5.75,9.760000000000002
Chile,1985,16.95,3.6899999999999995,17.12,20.64,25.869999999999997,27.060000000000002,30.060000000000002,4.62,29.189999999999998,36.379999999999995,45.97,55.0,4.96,2.74,4.89,5.220000000000001,7.0600000000000005,6.73
Chile,1986,16.18,3.47,16.59,19.29,25.21,25.479999999999997,28.049999999999997,4.22,27.1,33.63,45.699999999999996,48.64000000000001,5.260000000000001,2.71,5.91,5.35,6.319999999999999,7.95
Chile,1987,16.39,3.27,17.22,21.950000000000003,23.060000000000002,24.52,28.369999999999997,4.319999999999999,28.14,39.16,40.69,45.709999999999994,5.279999999999999,2.19,6.13,5.209999999999999,6.82,8.27
Chile,1988,16.73,3.5199999999999996,17.869999999999997,21.439999999999998,23.240000000000002,26.17,29.34,3.82,29.650000000000002,38.17,42.24,51.57000000000001,5.21,3.2199999999999998,5.92,4.959999999999999,5.91,7.6
Chile,1989,16.83,3.65,18.16,22.7,22.799999999999997,24.549999999999997,30.230000000000004,5.31,30.83,40.339999999999996,42.37,49.3,4.550000000000001,1.91,5.3,5.3100000000000005,5.029999999999999,6.78
Chile,1990,17.14,3.64,17.73,21.35,24.53,28.17,30.05,4.66,30.71,36.4,44.3,53.95,5.24,2.58,4.550000000000001,6.699999999999999,6.6499999999999995,7.99
Chile,1991,19.83,4.390000000000001,20.69,24.97,26.12,34.22,34.41,5.390000000000001,34.83,42.67,47.57,64.69,6.5,3.36,6.3100000000000005,7.46,6.41,12.159999999999998
Chile,1992,20.1,4.79,21.41,24.869999999999997,26.29,34.16,34.29,6.1499999999999995,34.790000000000006,43.19,47.019999999999996,61.95,7.03,3.39,7.84,6.819999999999999,7.5200000000000005,13.01
Chile,1993,20.98,4.13,21.9,25.36,29.259999999999998,37.07,36.57,5.52,37.53,43.82,51.370000000000005,69.92,6.659999999999999,2.71,5.989999999999999,7.04,8.73,13.32
Chile,1994,21.8,4.8500000000000005,23.299999999999997,25.47,30.56,37.54,37.989999999999995,6.08,39.43,45.15,54.54,69.95,6.85,3.56,6.89,5.92,8.190000000000001,13.84
Chile,1995,22.08,4.1899999999999995,24.07,26.18,31.96,36.65,37.949999999999996,4.95,40.980000000000004,45.91,55.76,65.98,7.319999999999999,3.4000000000000004,6.85,6.6,9.66,15.07
Chile,1996,21.7,4.56,24.740000000000002,25.060000000000002,30.740000000000002,34.900000000000006,37.3,5.84,41.17,42.18,55.13,65.59,7.210000000000001,3.23,8.03,8.030000000000001,7.79,11.959999999999999
Chile,1997,21.28,4.1,24.560000000000002,25.05,29.060000000000002,35.010000000000005,36.59,5.29,40.53,43.78,49.82,66.38,7.090000000000001,2.8600000000000003,8.33,6.41,9.48,11.82
Chile,1998,22.9,4.17,26.009999999999998,28.09,31.07,37.27,39.6,4.6899999999999995,42.84,49.44,54.32,72.14,7.39,3.6500000000000004,8.879999999999999,6.84,9.07,11.29
Chile,1999,20.58,3.2199999999999998,22.14,26.38,29.770000000000003,32.66,35.61,3.76,36.46,46.19,53.6,60.57,6.53,2.65,7.55,6.65,7.18,11.930000000000001
Chile,2000,28.840000000000003,4.579999999999999,34.22,34.56,39.769999999999996,45.99,49.86,5.33,58.11,60.190000000000005,70.68,84.01,9.08,3.8000000000000003,9.86,9.02,10.34,17.310000000000002
Chile,2001,28.42,4.6899999999999995,34.31999999999999,36.92,38.16,39.980000000000004,49.06,5.13,57.040000000000006,64.52,67.75,76.11,8.93,4.21,11.110000000000001,9.42,9.98,12.489999999999998
Chile,2002,27.65,4.09,34.35,34.05,36.5,42.19,48.14,5.75,58.58,59.64,62.55,79.61,8.31,2.37,9.579999999999998,8.57,11.600000000000001,13.849999999999998
Chile,2003,29.13,4.17,34.67,35.510000000000005,40.64,45.51,50.46,5.28,59.26,61.66,70.64,84.25,8.919999999999998,3.0300000000000002,9.540000000000001,9.45,11.89,15.67
Chile,2004,29.189999999999998,4.6899999999999995,33.879999999999995,37.339999999999996,39.769999999999996,44.47,50.54,5.830000000000001,56.190000000000005,66.04,70.2,82.75,8.94,3.5200000000000005,11.05,8.719999999999999,10.55,14.639999999999999
Chile,2005,29.020000000000003,4.069999999999999,33.93,38.04,39.43,43.51,49.63,4.33,56.74,65.57,68.32,80.73,9.43,3.8,10.559999999999999,10.57,11.68,14.42
Chile,2006,,,,,,,,,,,,,,,,,,
Chile,2007,,,,,,,,,,,,,,,,,,
Chile,2008,,,,,,,,,,,,,,,,,,
Colombia,1970,,,,,,,,,,,,,,,,,,
Colombia,1971,,,,,,,,,,,,,,,,,,
Colombia,1972,43.260000000000005,8.17,56.160000000000004,57.11,53.0,55.69,75.05000000000001,10.930000000000001,100.5,103.97,91.89,88.69,13.620000000000001,5.34,16.39,12.549999999999999,14.21,27.09
Colombia,1973,,,,,,,,,,,,,,,,,,
Colombia,1974,46.16,9.579999999999998,59.35,68.66,51.82,51.22,80.86,13.02,104.18,128.41,91.28,82.38999999999999,13.91,6.09,18.21,13.799999999999999,13.870000000000001,22.32
Colombia,1975,45.29,8.4,54.99,67.14,57.900000000000006,50.160000000000004,78.66,10.579999999999998,96.81,124.22000000000001,100.13,80.17999999999999,14.27,6.1899999999999995,16.64,14.75,17.29,22.159999999999997
Colombia,1976,47.14,8.92,58.57000000000001,68.39,60.82,51.05,82.57,11.620000000000001,104.74,127.15,105.18,82.28999999999999,14.219999999999999,6.2,16.200000000000003,14.490000000000002,18.22,21.88
Colombia,1977,49.85,8.7,63.1,72.59,64.21000000000001,52.68,87.46000000000001,11.14,113.89000000000001,133.69,111.53,85.25,14.860000000000001,6.23,16.509999999999998,16.5,18.7,22.36
Colombia,1978,,,,,,,,,,,,,,,,,,
Colombia,1979,,,,,,,,,,,,,,,,,,
Colombia,1980,,,,,,,,,,,,,,,,,,
Colombia,1981,,,,,,,,,,,,,,,,,,
Colombia,1982,,,,,,,,,,,,,,,,,,
Colombia,1983,,,,,,,,,,,,,,,,,,
Colombia,1984,61.04,8.92,79.06,90.02000000000001,71.94,71.63,107.45,12.06,139.57,161.99,127.71000000000001,125.53999999999999,15.44,5.720000000000001,17.61,15.76,17.44,28.929999999999996
Colombia,1985,69.41,8.95,94.47,103.25,82.28999999999999,72.41999999999999,123.07,11.57,168.89000000000001,184.85999999999999,148.35,128.54,16.47,6.26,18.87,19.05,17.68,27.630000000000003
Colombia,1986,73.56,8.34,103.85000000000001,114.28999999999999,83.35,67.98,131.74,10.870000000000001,186.93,208.57,151.01999999999998,119.42,15.83,5.76,19.43,17.03,17.19,26.42
Colombia,1987,70.4,7.529999999999999,98.86,109.84,89.27,53.7,129.87,9.87,179.85,207.71,169.89000000000001,96.89999999999999,14.170000000000002,5.1000000000000005,17.27,17.39,17.500000000000004,17.49
Colombia,1988,78.64999999999999,7.74,113.05,124.5,94.73,59.57,145.56,10.41,205.89,236.02999999999997,181.20999999999998,107.65,15.32,4.98,19.49,18.99,17.82,19.43
Colombia,1989,84.09,7.95,127.01,129.07,99.82000000000001,60.81,155.01,10.39,231.29,245.08,189.46,107.25000000000001,16.77,5.43,21.990000000000002,19.12,20.16,22.19
Colombia,1990,88.91000000000001,8.29,141.41,136.31,95.44000000000001,63.66,163.65,11.059999999999999,256.78,256.32,182.79000000000002,114.41999999999999,17.880000000000003,5.4399999999999995,25.3,22.560000000000002,17.82,21.509999999999998
Colombia,1991,109.72,9.98,177.58999999999997,168.89,118.09,71.19,201.91,13.709999999999999,326.0,320.21000000000004,219.48,123.18,21.27,6.140000000000001,29.089999999999996,25.9,23.92,26.46
Colombia,1992,112.50000000000001,10.780000000000001,178.89,171.07999999999998,117.06,87.41,206.37,14.350000000000001,327.1,322.67999999999995,218.74999999999997,153.31,22.68,7.1000000000000005,30.529999999999998,27.87,22.470000000000002,31.599999999999998
Colombia,1993,109.59,10.0,178.31,162.68,111.9,88.0,201.15,13.83,326.37,306.36,208.38,155.36,21.92,6.07,29.91,26.82,22.2,31.03
Colombia,1994,103.73,10.07,173.67000000000002,149.70999999999998,102.80000000000001,83.59,189.52,13.510000000000002,317.05,281.08,189.90000000000003,147.74,21.47,6.52,29.78,25.39,21.89,29.47
Colombia,1995,85.91,9.030000000000001,141.13,121.77000000000001,85.98,76.19,157.05,11.930000000000001,257.03,228.57,160.32999999999998,136.32000000000002,18.87,6.02,25.439999999999998,20.9,19.97,28.339999999999996
Colombia,1996,87.81,8.71,142.82,125.58999999999999,90.64000000000001,76.19,160.73000000000002,11.32,261.82000000000005,233.96999999999997,170.56,135.4,19.070000000000004,5.98,24.17,23.32,19.55,28.99
Colombia,1997,79.89,7.95,128.92000000000002,115.67,84.35999999999999,66.32,146.11,10.84,234.95000000000002,214.79000000000002,158.56,119.65,17.52,4.94,23.189999999999998,22.21,18.3,24.0
Colombia,1998,88.3,9.8,146.39,122.2,87.65,80.67,161.12,12.059999999999999,265.12,228.64999999999998,163.94,148.5,19.89,7.470000000000001,27.990000000000002,21.91,19.64,27.069999999999997
Colombia,1999,87.62,8.850000000000001,146.4,121.84,87.55,77.69999999999999,160.34,11.14,266.31,228.0,163.7,143.05,19.159999999999997,6.47,26.740000000000002,21.9,19.509999999999998,25.939999999999998
Colombia,2000,92.72,8.450000000000001,158.02,128.79999999999998,92.32000000000001,78.59,170.55,10.77,287.89,242.64000000000001,172.96,146.34,19.419999999999998,6.05,28.38,21.669999999999998,20.11,25.18
Colombia,2001,94.31,8.51,160.42999999999998,135.07,89.66000000000001,79.17,172.38,10.709999999999999,289.93,252.4,168.20000000000002,146.53,20.68,6.25,30.96,24.74,19.259999999999998,25.729999999999997
Colombia,2002,95.82000000000001,8.979999999999999,166.55999999999997,135.59,91.34,74.97,175.55,11.059999999999999,301.20000000000005,254.65999999999997,171.57,140.42,20.509999999999998,6.8,31.87,23.650000000000002,19.310000000000002,23.060000000000002
Colombia,2003,,,,,,,,,,,,,,,,,,
Colombia,2004,70.50999999999999,7.01,113.07,101.34,69.95,67.38,128.19,8.81,202.32,189.64,129.49,125.03999999999999,16.3,5.140000000000001,23.62,18.35,16.41,21.869999999999997
Colombia,2005,60.85000000000001,6.26,98.66999999999999,85.87,59.379999999999995,59.63999999999999,109.72999999999999,7.71,174.65,159.83,110.11000000000001,109.14,14.91,4.74,22.42,16.33,13.709999999999999,20.709999999999997
Colombia,2006,58.71,6.21,94.19,83.83999999999999,58.50999999999999,55.89,106.2,7.63,167.75,155.54999999999998,110.22999999999999,101.42999999999999,14.02,4.74,20.279999999999998,16.38,11.91,20.11
Colombia,2007,,,,,,,,,,,,,,,,,,
Colombia,2008,,,,,,,,,,,,,,,,,,
Costa Rica,1970,27.11,7.550000000000001,28.060000000000002,30.85,32.769999999999996,53.76,46.92,9.48,51.85,53.97,53.14,97.81,7.56,5.57,4.75,8.209999999999999,12.4,10.15
Costa Rica,1971,31.33,5.16,36.800000000000004,35.46,38.98,59.81999999999999,51.0,6.67,64.08,61.64,63.5,85.27,12.08,3.5999999999999996,10.08,9.84,14.510000000000002,35.45
Costa Rica,1972,30.099999999999998,5.1,30.91,35.44,41.41,58.5,49.300000000000004,5.79,48.629999999999995,61.64,75.09,89.41999999999999,11.27,4.38,13.34,9.96,7.82,29.080000000000002
Costa Rica,1973,26.82,5.76,28.28,29.56,40.42999999999999,46.800000000000004,44.44,6.9,45.989999999999995,52.16,68.58,77.32,9.379999999999999,4.57,11.0,7.45,11.85,16.619999999999997
Costa Rica,1974,32.99,7.95,35.519999999999996,45.69,41.72,48.239999999999995,54.67,10.23,59.290000000000006,81.5,65.47,80.08,11.629999999999999,5.609999999999999,12.32,10.51,17.6,17.36
Costa Rica,1975,34.519999999999996,6.51,36.21,35.58,48.660000000000004,71.62,56.86999999999999,7.949999999999999,57.019999999999996,66.02000000000001,88.67,104.79999999999998,12.899999999999999,5.050000000000001,16.42,6.16,9.350000000000001,39.62
Costa Rica,1976,37.73,8.28,45.379999999999995,48.300000000000004,49.33,52.0,60.31,8.81,75.4,76.31,85.41,79.78,15.96,7.73,16.91,21.16,13.97,25.439999999999998
Costa Rica,1977,36.78,10.54,39.519999999999996,33.35,47.89,79.89,60.65,13.120000000000001,62.36,57.4,85.13,134.23,13.629999999999999,7.92,15.860000000000001,8.24,11.56,33.89
Costa Rica,1978,37.97,7.930000000000001,34.78,38.17,51.55,91.87,61.809999999999995,8.05,60.089999999999996,61.379999999999995,89.01,147.5,14.67,7.8100000000000005,9.04,14.75,14.62,41.23
Costa Rica,1979,34.519999999999996,9.02,31.53,41.37,41.03,75.57,60.089999999999996,12.07,52.73,75.46000000000001,75.37,132.60999999999999,9.64,5.859999999999999,10.100000000000001,6.96,6.99,25.35
Costa Rica,1980,36.239999999999995,8.77,42.370000000000005,36.3,40.63,77.68,57.53,10.63,69.05000000000001,61.13999999999999,68.94,114.7,15.03,6.83,15.39,11.14,12.690000000000001,42.32
Costa Rica,1981,27.4,4.68,29.3,31.590000000000003,35.96,54.28,46.28,5.16,49.19,52.0,63.46,97.09,8.709999999999999,4.1499999999999995,9.219999999999999,10.940000000000001,8.82,13.540000000000001
Costa Rica,1982,26.58,4.37,26.39,27.849999999999998,37.55,58.63999999999999,45.45,5.33,43.349999999999994,47.81999999999999,65.86,106.17,7.83,3.35,9.26,7.6000000000000005,9.459999999999999,12.92
Costa Rica,1983,20.64,3.6500000000000004,24.759999999999998,25.87,25.259999999999998,33.879999999999995,35.489999999999995,3.83,41.84,46.59,46.05,57.84,6.370000000000001,3.3899999999999997,7.800000000000001,6.26,5.8100000000000005,10.88
Costa Rica,1984,26.43,4.7700000000000005,25.76,27.01,40.34,55.66,43.28,5.36,41.78,42.730000000000004,68.22,97.02,9.91,4.16,9.48,11.29,12.73,17.15
Costa Rica,1985,29.019999999999996,5.05,29.94,32.27,42.510000000000005,55.75,49.5,5.81,51.42,56.68000000000001,73.64,96.11999999999999,9.08,4.279999999999999,7.75,7.43,11.620000000000001,21.88
Costa Rica,1986,26.56,7.0,24.12,37.93,32.06,46.7,44.72,7.65,38.46,67.47999999999999,53.769999999999996,86.02,9.0,6.3100000000000005,9.33,7.86,10.540000000000001,14.28
Costa Rica,1987,27.490000000000002,7.47,27.5,34.29,34.83,49.29,46.18,7.32,45.5,60.0,63.02,85.4,9.44,7.6499999999999995,8.91,8.110000000000001,6.87,20.22
Costa Rica,1988,26.43,4.859999999999999,22.55,36.67999999999999,32.63,54.980000000000004,44.89,5.91,35.38,63.16,54.83,103.97,8.870000000000001,3.7800000000000002,9.32,9.74,10.54,15.32
Costa Rica,1989,27.87,6.890000000000001,24.84,37.72,31.83,57.06,46.080000000000005,8.61,38.14,65.15,54.33,99.45,10.27,5.109999999999999,11.06,9.809999999999999,9.32,22.099999999999998
Costa Rica,1990,28.22,4.359999999999999,27.42,38.190000000000005,40.1,48.35,47.28,5.64,45.73,62.92,70.44,82.75,9.39,3.03,8.44,12.98,10.040000000000001,17.99
Costa Rica,1991,26.150000000000002,4.78,23.509999999999998,35.3,35.95,48.910000000000004,43.760000000000005,5.67,36.83,61.1,63.42,84.22,9.01,3.8499999999999996,9.73,9.030000000000001,8.91,18.86
Costa Rica,1992,28.619999999999997,4.640000000000001,27.46,39.88,39.51,48.89,48.65,6.38,47.0,67.66,65.22,88.5,9.01,2.81,7.15,11.579999999999998,14.0,15.13
Costa Rica,1993,28.479999999999997,3.67,26.33,34.89,36.99,64.47,49.019999999999996,4.41,44.03,59.9,67.39,112.99,8.42,2.89,7.930000000000001,9.41,6.81,21.84
Costa Rica,1994,31.250000000000004,5.340000000000001,33.260000000000005,38.3,34.0,67.59,52.300000000000004,7.07,54.230000000000004,67.71,57.87,112.36999999999999,10.610000000000001,3.5100000000000002,11.44,8.29,10.2,29.2
Costa Rica,1995,29.4,5.35,33.03,35.06,38.93,51.67999999999999,49.51,7.08,54.040000000000006,60.27,64.46000000000001,93.77000000000001,9.620000000000001,3.5400000000000005,11.030000000000001,9.3,13.43,15.49
Costa Rica,1996,25.740000000000002,5.0,29.840000000000003,32.76,34.09,38.95,45.17,5.71,52.34,58.04,60.89,72.74000000000001,6.17,4.26,6.239999999999999,6.220000000000001,7.5600000000000005,8.370000000000001
Costa Rica,1997,29.24,5.78,32.6,34.14,42.59,47.150000000000006,49.01,6.95,54.48,58.35000000000001,76.64,76.15,9.209999999999999,4.55,9.67,8.66,8.73,20.12
Costa Rica,1998,30.619999999999997,6.040000000000001,37.01,39.22,36.599999999999994,47.879999999999995,50.86,7.760000000000001,62.66,65.71000000000001,61.65,79.94,10.100000000000001,4.2299999999999995,10.16,11.37,11.67,18.459999999999997
Costa Rica,1999,32.28,5.949999999999999,36.82,40.739999999999995,44.209999999999994,49.42,54.279999999999994,7.33,60.61,71.75,78.21,80.78,10.0,4.4799999999999995,11.940000000000001,8.14,10.219999999999999,21.21
Costa Rica,2000,32.08,4.94,38.980000000000004,36.129999999999995,43.849999999999994,54.379999999999995,53.49,5.550000000000001,64.86,62.519999999999996,76.98,87.47999999999999,10.43,4.3,11.930000000000001,8.39,10.64,24.11
Costa Rica,2001,29.980000000000004,5.51,35.41,36.120000000000005,40.879999999999995,46.82000000000001,51.53,6.43,59.56,63.41,72.29,84.78,8.26,4.53,10.15,7.51,9.26,12.51
Costa Rica,2002,31.02,4.27,35.5,41.04,43.629999999999995,45.59,52.589999999999996,5.389999999999999,58.3,70.61999999999999,74.22,82.97,9.28,3.0600000000000005,11.64,10.03,12.84,12.010000000000002
Costa Rica,2003,30.8,4.92,37.540000000000006,36.18,42.58,48.260000000000005,52.07000000000001,5.29,61.73,60.94,77.99,84.03999999999999,9.35,4.529999999999999,12.17,10.29,6.66,15.99
Costa Rica,2004,29.82,4.63,33.44,38.42,41.78,46.11,50.53,4.85,55.15,64.83,72.59,86.05000000000001,8.95,4.39,10.670000000000002,10.86,10.41,10.020000000000001
Costa Rica,2005,27.83,4.68,31.330000000000002,35.09,40.2,41.739999999999995,46.64,6.2299999999999995,50.32,59.58,66.41999999999999,78.0,8.879999999999999,3.0300000000000002,11.36,9.57,13.45,9.18
